['5', '5', '5', '5', '5', '6', '4', '6', '6', '8', '5', '7', '4', '4', '6', '6', '6', '6', '6', '5', '6', '5', '6', '5', '6', '8', '5', '6', '6', '5', '5', '5', '7', '5', '5', '5', '6', '5', '5', '5', '5', '5', '6', '7', '5', '7', '6', '7', '6', '8', '7', '4', '6', '7', '5', '7', '6', '5', '5', '5', '5', '5', '5', '6', '4', '6', '7', '6', '5', '6', '6', '5', '7', '7', '5', '7', '6', '6', '7', '6', '5', '5', '6', '5', '7', '4', '6', '6', '5', '5', '5', '5', '7', '6', '5', '6', '6', '7', '5', '7', '6', '5', '6', '5', '6', '6', '5', '6', '6', '8', '5', '7', '5', '7', '5', '5', '6', '5', '5', '7', '7', '7', '5', '5', '5', '7', '6', '5', '6', '6', '6', '6', '5', '4', '5', '6', '5', '6', '6', '6', '4', '6', '5', '5', '5', '5', '7', '6', '7', '6', '6', '5', '7', '7', '5', '9', '5', '5', '7', '6', '6', '5', '6', '6', '6', '4', '7', '6', '6', '5', '6', '5', '6', '5', '7', '5', '5', '6', '5', '5', '7', '7', '5', '6', '5', '7', '6', '6', '5', '5', '5', '7', '5', '6', '5', '5', '5', '5', '5', '5', '5', '5', '6', '6', '5', '5', '7', '5', '4', '6', '6', '5', '5', '7', '6', '5', '7', '7', '5', '5', '4', '7', '5', '6', '6', '6', '6', '5', '5', '6', '7', '7', '7', '4', '8', '6', '7', '5', '5', '6', '5', '6', '6', '5', '4', '5', '5', '6', '6', '6', '6', '7', '8', '7', '7', '5', '5', '6', '7', '6', '6', '6', '5', '6', '6', '7', '6', '5', '6', '7', '6', '5', '6', '5', '6', '5', '4', '7', '5', '6', '5', '5', '5', '4', '5', '6', '6', '5', '7', '7', '6', '5', '5', '7', '7', '6', '5', '7', '5', '4', '6', '6', '7', '5', '6', '6', '5', '5', '7', '6', '5', '5', '6', '4', '5', '8', '5', '6', '5', '5', '7', '8', '7', '6', '5', '6', '5', '7', '6', '5', '4', '5', '5', '4', '7', '7', '5', '6', '4', '5', '5', '5', '6', '6', '5', '6', '5', '6', '7', '5', '7', '5', '4', '7', '6', '3', '7', '5', '7', '6', '7', '6', '6', '6', '6', '5', '6', '5', '5', '5', '5', '6', '6', '4', '7', '4', '6', '4', '5', '5', '6', '6', '6', '6', '6', '7', '5', '8', '7', '6', '6', '8', '5', '5', '8', '7', '6', '5', '7', '6', '7', '5', '6', '7', '7', '5', '7', '7', '7', '5', '7', '6', '7', '7', '5', '6', '7', '6', '7', '5', '4', '6', '6', '6', '7', '6', '5', '5', '7', '5', '5', '5', '6', '7', '6', '6', '6', '5', '8', '6', '5', '5', '6', '5', '6', '6', '5', '8', '4', '6', '6', '5', '6', '5', '6', '6', '5', '6', '6', '6', '6', '4', '7', '6', '5', '6', '6', '6', '5', '7', '5', '5', '6', '7', '6', '5', '5', '6', '7', '6', '7', '7', '8', '5', '7', '7', '7', '6', '7', '6', '5', '6', '6', '6', '6', '6', '6', '5', '5', '5', '7', '6', '5', '5', '5', '7', '6', '7', '6', '6', '7', '6', '5', '6', '5', '5', '5', '8', '6', '6', '6', '6', '5', '6', '6', '5', '7', '5', '5', '5', '5', '5', '6', '5', '6', '6', '7', '7', '7', '6', '7', '7', '7', '6', '4', '6', '5', '6', '7', '6', '6', '6', '6', '5', '6', '6', '6', '6', '6', '6', '6', '5', '5', '5', '6', '6', '6', '6', '5', '5', '6', '6', '6', '6', '5', '6', '5', '5', '5', '6', '5', '7', '5', '4', '6', '5', '6', '5', '5', '5', '5', '6', '6', '6', '6', '5', '7', '7', '5', '5', '5', '5', '6', '5', '5', '6', '7', '5', '5', '7', '7', '6', '6', '7', '5', '6', '6', '5', '5', '5', '6', '6', '5', '5', '5', '6', '5', '7', '6', '6', '6', '5', '6', '7', '6', '6', '6', '5', '7', '7', '7', '7', '5', '6', '5', '8', '5', '5', '5', '6', '6', '6', '7', '7', '6', '6', '5', '6', '7', '6', '4', '5', '5', '5', '6', '5', '6', '5', '5', '5', '5', '6', '6', '6', '5', '6', '4', '5', '5', '7', '5', '5', '7', '6', '5', '7', '8', '5', '5', '7', '5', '5', '4', '5', '3', '5', '5', '6', '5', '6', '5', '6', '6', '7', '4', '5', '5', '5', '6', '4', '7', '6', '5', '7', '4', '6', '5', '4', '6', '6', '4', '6', '4', '6', '6', '6', '5', '5', '5', '6', '6', '5', '5', '5', '7', '7', '6', '5', '5', '5', '5', '5', '6', '6', '5', '5', '5', '5', '5', '7', '7', '6', '6', '7', '5', '4', '6', '6', '7', '5', '5', '5', '6', '5', '5', '7', '7', '7', '7', '7', '7', '6', '6', '6', '8', '7', '6', '6', '6', '7', '7', '5', '7', '7', '5', '6', '6', '6', '6', '6', '6', '5', '7', '7', '6', '5', '5', '5', '7', '5', '7', '6', '6', '6', '6', '5', '7', '5', '6', '5', '6', '6', '6', '5', '6', '5', '6', '7', '8', '6', '6', '6', '6', '7', '5', '5', '6', '8', '7', '7', '5', '5', '5', '6', '5', '6', '6', '6', '5', '7', '7', '6', '7', '5', '7', '5', '8', '7', '5', '5', '6', '6', '7', '6', '7', '6', '5', '7', '6', '6', '7', '6', '5', '6', '7', '7', '6', '7', '7', '6', '8', '6', '7', '6', '7', '6', '4', '7', '6', '6', '7', '5', '7', '6', '4', '5', '7', '6', '8', '6', '6', '5', '5', '6', '6', '5', '7', '7', '7', '6', '7', '6', '4', '7', '7', '7', '7', '6', '6', '7', '7', '6', '6', '6', '5', '6', '5', '6', '8', '6', '6', '5', '8', '6', '7', '6', '5', '7', '8', '7', '7', '6', '7', '6', '6', '5', '7', '7', '5', '6', '6', '5', '5', '6', '7', '7', '7', '7', '7', '6', '7', '6', '7', '7', '5', '6', '7', '8', '8', '5', '7', '7', '5', '7', '7', '5', '6', '5', '5', '7', '7', '7', '7', '7', '7', '6', '6', '6', '7', '6', '5', '6', '6', '7', '6', '5', '5', '7', '7', '6', '7', '7', '7', '6', '5', '7', '6', '6', '6', '6', '6', '6', '6', '6', '6', '6', '7', '6', '6', '6', '7', '6', '6', '6', '7', '7', '8', '8', '6', '6', '6', '5', '5', '6', '7', '5', '7', '7', '6', '6', '7', '6', '5', '6', '7', '8', '7', '5', '7', '8', '6', '6', '5', '6', '8', '6', '6', '6', '7', '6', '6', '7', '5', '7', '7', '7', '7', '7', '7', '8', '7', '5', '5', '5', '6', '5', '6', '6', '5', '7', '6', '6', '5', '6', '7', '6', '6', '4', '7', '6', '6', '5', '6', '7', '5', '5', '5', '6', '6', '6', '5', '8', '6', '6', '4', '7', '8', '5', '7', '5', '8', '7', '8', '6', '5', '7', '6', '6', '5', '6', '6', '5', '7', '7', '8', '5', '5', '8', '7', '7', '6', '7', '5', '8', '6', '5', '5', '5', '6', '7', '7', '5', '6', '7', '7', '7', '5', '5', '6', '6', '6', '6', '6', '6', '7', '7', '6', '6', '6', '5', '5', '7', '6', '7', '7', '7', '7', '5', '7', '5', '6', '5', '5', '6', '4', '6', '7', '7', '6', '7', '5', '7', '5', '7', '7', '6', '6', '5', '6', '6', '5', '7', '6', '6', '7', '6', '6', '5', '7', '6', '4', '6', '6', '7', '6', '6', '7', '6', '7', '6', '5', '7', '7', '6', '6', '6', '5', '6', '5', '6', '6', '6', '6', '6', '5', '5', '5', '5', '5', '6', '5', '6', '7', '5', '6', '6', '6', '5', '7', '7', '5', '5', '6', '5', '7', '6', '6', '5', '8', '7', '5', '7', '5', '7', '6', '7', '5', '5', '6', '5', '7', '6', '5', '7', '7', '7', '4', '7', '5', '6', '5', '6', '5', '5', '6', '7', '6', '6', '7', '6', '6', '5', '8', '6', '6', '7', '6', '6', '6', '5', '6', '6', '6', '5', '6', '6', '7', '7', '7', '7', '6', '6', '6', '6', '5', '5', '5', '6', '6', '7', '5', '6', '6', '7', '5', '6', '6', '6', '5', '5', '6', '5', '5', '6', '6', '5', '5', '5', '5', '5', '5', '5', '7', '5', '7', '7', '6', '6', '6', '6', '6', '7', '5', '7', '7', '6', '6', '5', '5', '6', '5', '6', '5', '5', '5', '7', '6', '6', '5', '6', '8', '6', '6', '6', '6', '5', '5', '7', '7', '6', '5', '6', '6', '7', '6', '5', '8', '8', '7', '6', '6', '7', '8', '6', '6', '6', '7', '6', '7', '6', '6', '7', '8', '6', '4', '7', '5', '7', '6', '6', '7', '5', '6', '6', '5', '7', '6', '5', '5', '7', '7', '7', '7', '7', '7', '7', '7', '4', '6', '6', '5', '6', '7', '7', '6', '5', '6', '6', '4', '6', '6', '7', '6', '7', '7', '7', '7', '6', '7', '6', '6', '5', '6', '8', '7', '8', '5', '5', '7', '6', '6', '6', '5', '7', '6', '7', '6', '5', '6', '5', '4', '7', '7', '6', '6', '6', '5', '7', '6', '6', '6', '6', '6', '6', '7', '6', '5', '7', '6']
{'accuracy_score': 0.59428182437032, 'balanced_accuracy_score': 0.37513087672344925, 'macro_precision_score': 0.36498252664838643, 'macro_recall_score': 0.37513087672344925, 'macro_f1_score': 0.3681938025154922, 'micro_precision_score': 0.59428182437032, 'micro_recall_score': 0.59428182437032, 'micro_f1_score': 0.59428182437032}
maxAbsScaler();robustScaler(True,False);randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
robustScaler(True,False);randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
robustScaler(True,False);simpleImputer('most_frequent');randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
robustScaler(True,False);varianceThreshold();randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
varianceThreshold();robustScaler(True,False);randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
minMaxScaler();robustScaler(False,True);randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
minMaxScaler();simpleImputer('most_frequent');robustScaler(False,True);randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
minMaxScaler();robustScaler(True,True);randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
robustScaler(True,True);randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
randomForest(47,'gini','log2',7,6,False,'balanced_subsample')
