   	      	                        fitness                         	                          size                          
   	      	--------------------------------------------------------	--------------------------------------------------------
gen	nevals	min     	max     	avg     	std     	min     	max     	avg     	std     
0  	100   	0       	0.513418	0.175798	0.145119	1       	5       	2.69    	1.28604 
1  	92    	0       	0.513418	0.235552	0.143182	1       	5       	2.42    	1.21803 
2  	93    	0       	0.513418	0.281878	0.148084	1       	5       	2.31    	1.23041 
3  	96    	0       	0.521521	0.280153	0.139232	1       	5       	2.49    	1.24495 
4  	95    	0       	0.521521	0.320439	0.130536	1       	5       	2.61    	1.24012 
5  	91    	0       	0.521521	0.325746	0.128205	1       	5       	2.79    	1.19411 
6  	96    	0       	0.521521	0.332985	0.154711	1       	5       	2.58    	1.1241  
7  	95    	0       	0.521521	0.344932	0.148661	1       	5       	2.26    	1.11014 
8  	95    	0       	0.521521	0.353759	0.160301	1       	5       	2.38    	1.10254 
9  	93    	0       	0.521521	0.364694	0.150419	1       	5       	2.33    	1.03976 
10 	93    	0       	0.521521	0.384255	0.129948	1       	5       	2.22    	1.0448  
11 	80    	0       	0.521521	0.404347	0.117603	1       	5       	2.12    	0.97242 
12 	92    	0       	0.521521	0.396311	0.139734	1       	5       	2.16    	0.935094
13 	87    	0       	0.521521	0.382361	0.155789	1       	5       	2.23    	0.957653
14 	92    	0       	0.521521	0.365391	0.178784	1       	5       	2.27    	0.998549
15 	83    	0       	0.521521	0.386493	0.149794	1       	5       	2.14    	0.735119
16 	81    	0       	0.521521	0.396327	0.141551	1       	5       	2.14    	0.774855
17 	86    	0       	0.521521	0.407373	0.120624	1       	4       	2.22    	0.794733
18 	93    	0       	0.521521	0.395518	0.148906	1       	5       	2.45    	0.920598
19 	85    	0       	0.525202	0.408207	0.130892	1       	4       	2.45    	0.753326
20 	83    	0       	0.525202	0.419055	0.124595	1       	4       	2.55    	0.804674
21 	82    	0       	0.525202	0.381038	0.168521	1       	5       	2.76    	0.895768
22 	84    	0       	0.525202	0.429979	0.115883	1       	5       	2.64    	0.889044
23 	88    	0       	0.525202	0.444761	0.100836	1       	4       	2.68    	0.733212
24 	76    	0       	0.525202	0.419834	0.135712	1       	4       	2.77    	0.772722
25 	90    	0       	0.525202	0.426737	0.130887	2       	4       	2.66    	0.737835
26 	86    	0       	0.525202	0.416963	0.142007	1       	5       	2.61    	0.733417
27 	89    	0       	0.526036	0.414985	0.147686	1       	5       	2.6     	0.774597
28 	87    	0       	0.525202	0.423252	0.144089	1       	5       	2.79    	0.863655
29 	84    	0       	0.525202	0.421252	0.136032	2       	5       	2.88    	0.874986
30 	88    	0       	0.525202	0.421454	0.137098	1       	5       	2.75    	0.84113 
31 	85    	0       	0.525202	0.423519	0.129328	1       	5       	2.7     	0.842615
32 	84    	0       	0.532721	0.406404	0.156554	1       	5       	2.66    	0.827285
33 	82    	0       	0.532721	0.425565	0.142387	1       	5       	2.6     	0.774597
34 	89    	0       	0.532721	0.400699	0.150314	1       	4       	2.66    	0.802745
35 	88    	0       	0.532721	0.39151 	0.152322	1       	5       	2.85    	0.852936
36 	89    	0       	0.532721	0.410502	0.142116	1       	4       	2.8     	0.787401
37 	87    	0       	0.532721	0.423916	0.129757	1       	5       	2.77    	0.746391
38 	90    	0       	0.532721	0.413534	0.130562	1       	4       	2.66    	0.737835
39 	92    	0       	0.532721	0.408696	0.13327 	1       	5       	2.81    	0.770649
40 	95    	0       	0.532791	0.421605	0.10998 	2       	4       	2.93    	0.651997
41 	83    	0       	0.532721	0.317694	0.21727 	1       	5       	3.09    	0.649538
--- 3600.3609054088593 sec ---
