['1', '1', '2', '2', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '2', '2', '1', '2', '1', '1', '1', '1', '1', '2', '1', '1', '2', '1', '1', '2', '1', '1', '2', '1', '1', '1', '1', '2', '1', '2', '2', '1', '2', '2', '1', '1', '2', '2', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '2', '2', '1', '2', '1', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '2', '1', '1', '2', '1', '2', '1', '1', '1', '2', '2', '1', '1', '1', '1', '2', '2', '2', '1', '1', '1', '1', '1', '2', '2', '2', '1', '1', '2', '1', '1', '2', '1', '2', '2', '2', '1', '1', '1', '1', '2', '2', '1', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '2', '1', '2', '2', '1', '1', '2', '2', '1', '2', '1', '2', '1', '1', '2', '1', '2', '2', '1', '1', '2', '1', '1', '2', '1', '1', '2', '2', '1', '2', '1', '1', '1', '2', '2', '1', '1', '1', '1', '1', '2', '1', '1', '2', '2', '1', '1', '2', '1', '1', '1', '1', '2', '1', '2', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2', '2', '2', '1', '1', '2']
{'accuracy_score': 0.9871244635193133, 'balanced_accuracy_score': 0.9842320261437909, 'macro_precision_score': 0.9871773795824429, 'macro_recall_score': 0.9842320261437909, 'macro_f1_score': 0.985680044250507, 'micro_precision_score': 0.9871244635193133, 'micro_recall_score': 0.9871244635193133, 'micro_f1_score': 0.9871244635193133}
maxAbsScaler();smote('not minority',5);rbfSampler(0.5455281536356992,64);mlpClassifier(0.02058242445430805,0.4630399604336248,'adam','logistic')
varianceThreshold();smote('not majority',4);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
minMaxScaler();varianceThreshold();smote('not majority',4);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
minMaxScaler();smote('not majority',4);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
smote('minority',4);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
minMaxScaler();varianceThreshold();smote('not majority',5);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
simpleImputer('mean');smote('not majority',4);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
minMaxScaler();smote('minority',4);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
smote('not majority',4);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
minMaxScaler();smote('minority',5);extraTreesClassifier(51,'gini','sqrt',2,2,True,'balanced_subsample')
